user_id,user_login,observed_on,time_observed_at,created_at,updated_at,lon,lat,positional_accuracy,land_cover,place_guess,quality_grade,common_name,scientific_name,iconic_taxon_name,taxon_id,url,image_url
275891,psyllidhipster,2020/01/20 9:00 AM PST,2020-01-20 17:00:00,2020-01-20 18:25:43,2020-06-14 22:28:30,-110.69953918457031,32.32735061645508,12,Open shrublands,"Pima County, AZ, USA",research,西方蜜蜂,Apis mellifera,Insecta,47219,https://www.inaturalist.org/observations/37787020,https://static.inaturalist.org/photos/59974061/medium.jpeg?1579543597
275891,psyllidhipster,2020/07/19 9:48 PM PDT,2020-07-20 04:48:00,2021-08-25 19:47:28,2022-05-04 23:48:33,-110.97479248046875,32.308650970458984,500,Open shrublands,"Pima County, US-AZ, US",research,,Melacoryphus rubicollis,Insecta,120216,https://www.inaturalist.org/observations/92499916,https://inaturalist-open-data.s3.amazonaws.com/photos/153166559/medium.jpeg?1629920795
275891,psyllidhipster,2020/02/18 5:17 PM PST,2020-02-19 01:17:00,2021-08-27 12:23:12,2021-08-28 01:00:29,-110.71253967285156,32.40979766845703,50,Grasslands,"Pima County, AZ, USA",research,Pygmy Nuthatch,Sitta pygmaea,Aves,14816,https://www.inaturalist.org/observations/92661955,https://inaturalist-open-data.s3.amazonaws.com/photos/153461061/medium.jpeg?1630066724
275891,psyllidhipster,2020/07/31 3:40 AM PDT,2020-07-31 10:40:00,2021-08-30 22:28:37,2021-08-30 22:28:37,-110.98735809326172,32.29996871948242,500,Urban and built-up lands,"Pima County, US-AZ, US",needs_id,,Edrotini,Insecta,416560,https://www.inaturalist.org/observations/93089799,https://inaturalist-open-data.s3.amazonaws.com/photos/154232972/medium.jpeg?1630362163
275891,psyllidhipster,2020/02/18 5:23 PM PST,2020-02-19 01:23:00,2021-08-27 12:23:10,2021-08-27 14:21:27,-110.71253967285156,32.40979766845703,50,Grasslands,"Pima County, AZ, USA",needs_id,,Entomobrya,Animalia,171448,https://www.inaturalist.org/observations/92661952,https://inaturalist-open-data.s3.amazonaws.com/photos/153461004/medium.jpeg?1630066678
275891,psyllidhipster,2020/02/18 5:26 PM PST,2020-02-19 01:26:00,2021-08-27 12:23:09,2021-08-28 11:17:01,-110.71253967285156,32.40979766845703,50,Grasslands,"Pima County, AZ, USA",needs_id,Click Beetles,Elateridae,Insecta,53248,https://www.inaturalist.org/observations/92661947,https://inaturalist-open-data.s3.amazonaws.com/photos/153460991/medium.jpeg?1630066673
275891,psyllidhipster,2020/01/15 8:06 AM PST,2020-01-15 16:06:00,2020-01-16 15:11:40,2020-06-14 22:27:47,-110.7005615234375,32.32624435424805,21,Open shrublands,"Pima County, AZ, USA",needs_id,跳甲属,Altica,Insecta,173228,https://www.inaturalist.org/observations/37651329,https://static.inaturalist.org/photos/59733238/medium.jpeg?1579187130
275891,psyllidhipster,2020/07/25 10:22 PM PDT,2020-07-26 05:22:00,2021-08-25 19:47:28,2022-05-04 23:48:48,-110.84375,32.289649963378906,500,Open shrublands,"Pima County, US-AZ, US",research,Charcoal Seed Bug,Melacoryphus lateralis,Insecta,120222,https://www.inaturalist.org/observations/92499913,https://inaturalist-open-data.s3.amazonaws.com/photos/153166479/medium.jpeg?1629920766
275891,psyllidhipster,2020/01/20 9:20 AM PST,2020-01-20 17:20:00,2020-01-20 18:25:40,2021-12-30 16:41:35,-110.70771789550781,32.321659088134766,8,Open shrublands,"Pima County, AZ, USA",research,,Vazquezitocoris repletus,Insecta,543651,https://www.inaturalist.org/observations/37787011,https://static.inaturalist.org/photos/59974021/medium.jpeg?1579543544
275891,psyllidhipster,2020/01/20 8:19 AM PST,2020-01-20 16:19:00,2020-01-20 18:25:47,2020-06-14 22:28:31,-110.6885986328125,32.33838653564453,13,Open shrublands,"Pima County, AZ, USA",needs_id,举腹蚁属,Crematogaster,Insecta,47342,https://www.inaturalist.org/observations/37787027,https://static.inaturalist.org/photos/59974091/medium.jpeg?1579543637
275891,psyllidhipster,2020-03-08 7:28:00 AM MST,2020-03-08 16:28:00,2020-03-08 17:29:29,2022-06-01 00:15:33,-110.90975189208984,32.2614631652832,25,Urban and built-up lands,"Alvernon/Blacklidge, Tucson, AZ 85712, USA",research,北美红雀,Cardinalis cardinalis,Aves,9083,https://www.inaturalist.org/observations/39699862,
275891,psyllidhipster,2020/01/15 8:00 AM PST,2020-01-15 16:00:00,2020-01-16 15:11:40,2022-11-23 00:06:09,-110.7005615234375,32.32624435424805,21,Open shrublands,"Pima County, AZ, USA",research,,Superstitionia donensis,Arachnida,210428,https://www.inaturalist.org/observations/37651330,https://static.inaturalist.org/photos/59733259/medium.jpeg?1579187159
275891,psyllidhipster,2020/02/18 5:17 PM PST,2020-02-19 01:17:00,2021-08-27 12:23:11,2021-08-27 12:43:35,-110.71253967285156,32.40979766845703,50,Grasslands,"Pima County, AZ, USA",research,Western Bluebird,Sialia mexicana,Aves,12937,https://www.inaturalist.org/observations/92661953,https://inaturalist-open-data.s3.amazonaws.com/photos/153461030/medium.jpeg?1630066703
275891,psyllidhipster,2020/02/18 5:13 PM PST,2020-02-19 01:13:00,2021-08-27 12:23:12,2021-08-27 12:43:36,-110.71253967285156,32.40979766845703,50,Grasslands,"Pima County, AZ, USA",research,White-breasted Nuthatch,Sitta carolinensis,Aves,14801,https://www.inaturalist.org/observations/92661956,https://inaturalist-open-data.s3.amazonaws.com/photos/153461097/medium.jpeg?1630066753
275891,psyllidhipster,2020/10/14 7:13 AM PDT,2020-10-14 14:13:00,2021-08-31 18:23:33,2022-04-27 00:49:37,-110.90508270263672,32.27378845214844,77,Urban and built-up lands,"Tucson, AZ, USA",research,Yellow Paper Wasp,Polistes flavus,Insecta,121218,https://www.inaturalist.org/observations/93177697,https://inaturalist-open-data.s3.amazonaws.com/photos/154393553/medium.jpeg?1630433935
275891,psyllidhipster,2020/10/14 6:43 AM PDT,2020-10-14 13:43:00,2021-08-31 18:23:32,2021-10-23 01:57:03,-110.90508270263672,32.27378845214844,77,Urban and built-up lands,"Tucson, AZ, USA",research,Yellow Paper Wasp,Polistes flavus,Insecta,121218,https://www.inaturalist.org/observations/93177692,https://inaturalist-open-data.s3.amazonaws.com/photos/154393440/medium.jpeg?1630433899
275891,psyllidhipster,2020/09/22 11:28 AM PDT,2020-09-22 18:28:00,2021-08-23 16:41:43,2022-05-04 23:48:10,-110.95258331298828,32.23405075073242,500,Urban and built-up lands,"Pima County, US-AZ, US",research,Firebrat,Thermobia domestica,Insecta,261301,https://www.inaturalist.org/observations/92253728,https://inaturalist-open-data.s3.amazonaws.com/photos/152722304/medium.jpeg?1629736900
275891,psyllidhipster,2020/01/15 8:07 AM PST,2020-01-15 16:07:00,2020-01-16 15:11:32,2020-07-19 16:37:08,-110.7005615234375,32.32624435424805,21,Open shrublands,"Pima County, AZ, USA",needs_id,,Kukulcania,Arachnida,49330,https://www.inaturalist.org/observations/37651324,https://static.inaturalist.org/photos/59733231/medium.jpeg?1579187122
275891,psyllidhipster,2020/01/27 10:38 AM PST,2020-01-27 18:38:00,2020-01-27 21:08:49,2020-06-14 22:28:49,-110.700439453125,32.37084197998047,26,Grasslands,"Pima County, AZ, USA",needs_id,,Amara,Insecta,130434,https://www.inaturalist.org/observations/38037412,https://static.inaturalist.org/photos/60394914/medium.jpeg?1580158979
275891,psyllidhipster,2020/01/27 10:25 AM PST,2020-01-27 18:25:00,2020-01-27 21:08:52,2020-06-14 22:28:49,-110.700439453125,32.37084197998047,26,Grasslands,"Pima County, AZ, USA",needs_id,,Cacopsylla,Insecta,147223,https://www.inaturalist.org/observations/38037415,https://static.inaturalist.org/photos/60394934/medium.jpeg?1580158999
275891,psyllidhipster,2020-03-07 7:34:00 AM MST,2020-03-07 17:34:00,2020-03-07 17:53:25,2020-04-18 19:18:10,-110.90872955322266,32.261348724365234,117,Urban and built-up lands,"Tucson, AZ 85712, USA",needs_id,鸟类,Aves,Aves,3,https://www.inaturalist.org/observations/39648945,
275891,psyllidhipster,2020/10/22 6:53 AM PDT,2020-10-22 13:53:00,2022-03-27 23:12:05,2022-03-27 23:12:05,-110.91439056396484,32.38164138793945,500,Savannas,"Pima County, US-AZ, US",needs_id,Cutworm Moths and Allies,Noctuidae,Insecta,48670,https://www.inaturalist.org/observations/109704717,https://inaturalist-open-data.s3.amazonaws.com/photos/184941964/medium.jpeg
275891,psyllidhipster,2020/10/14 6:49 AM PDT,2020-10-14 13:49:00,2021-08-31 18:23:32,2021-08-31 18:23:32,-110.90508270263672,32.27378845214844,77,Urban and built-up lands,"Tucson, AZ, USA",needs_id,,Orthezia,Insecta,55898,https://www.inaturalist.org/observations/93177694,https://inaturalist-open-data.s3.amazonaws.com/photos/154393314/medium.jpeg?1630433852
275891,psyllidhipster,2020/10/23 4:38 PM PDT,2020-10-23 23:38:00,2022-03-27 23:12:05,2022-03-28 05:34:54,-110.88278198242188,32.26890182495117,500,Open shrublands,"Pima County, US-AZ, US",needs_id,,Blattella,Insecta,121238,https://www.inaturalist.org/observations/109704719,https://inaturalist-open-data.s3.amazonaws.com/photos/184942026/medium.jpeg
